customerID,tenure_group,charge_tier,MonthlyCharges,TotalCharges,tenure,Contract,PaymentMethod,churn_label
0495-RVCBF,new,high,79.7,79.7,1,Month-to-month,Electronic check,1
2668-TZSPS,new,low,20.45,20.45,1,Month-to-month,Mailed check,0
7854-EDSSA,mid,medium,59.0,1254.7,22,Month-to-month,Electronic check,1
8869-TORSS,loyal,medium,60.35,2896.4,48,One year,Credit card (automatic),1
7446-SFAOA,loyal,low,19.85,717.5,37,One year,Bank transfer (automatic),0
9522-ZSINC,mid,low,19.95,253.8,13,One year,Electronic check,0
8234-GSZYK,loyal,low,26.45,1110.05,43,Two year,Bank transfer (automatic),0
6505-OZNPG,new,medium,63.4,348.8,6,Two year,Mailed check,0
6164-HAQTX,loyal,medium,53.95,3888.65,71,Two year,Bank transfer (automatic),0
0679-IDSTG,new,high,69.25,69.25,1,Month-to-month,Electronic check,1
7765-LWVVH,loyal,high,95.1,6843.15,72,Two year,Electronic check,0
1658-TJVOA,new,high,74.1,450.9,6,Month-to-month,Electronic check,0
0953-LGOVU,new,medium,35.5,432.25,12,Month-to-month,Mailed check,0
2115-BFTIW,mid,high,70.95,1767.35,25,Month-to-month,Mailed check,1
4692-NNQRU,mid,high,79.2,1742.45,21,One year,Electronic check,0
7742-MYPGI,new,medium,48.8,297.35,6,Month-to-month,Mailed check,0
0611-DFXKO,mid,high,89.0,1820.45,20,Month-to-month,Mailed check,1
7780-OTDSO,mid,high,99.4,1742.95,18,Month-to-month,Electronic check,1
9619-GSATL,loyal,medium,55.45,2444.25,43,One year,Electronic check,0
5622-UEJFI,mid,low,25.4,949.8,35,Two year,Credit card (automatic),0
9747-DDZOS,new,high,73.5,73.5,1,Month-to-month,Bank transfer (automatic),1
0674-DGMAQ,mid,high,93.5,2970.8,32,Month-to-month,Electronic check,0
6203-HBZPA,loyal,medium,63.9,3334.95,52,Two year,Credit card (automatic),0
0484-FFVBJ,mid,medium,64.85,2010.95,32,One year,Bank transfer (automatic),0
0301-FIDRB,loyal,medium,63.8,4684.3,72,Two year,Bank transfer (automatic),0
4139-JPIAM,loyal,medium,44.45,2181.55,51,Month-to-month,Credit card (automatic),0
2181-TIDSV,loyal,low,19.95,1303.25,68,Two year,Bank transfer (automatic),0
2761-XECQW,new,medium,43.35,371.4,8,Month-to-month,Mailed check,0
1936-CZAKF,loyal,medium,49.65,2409.9,49,Two year,Credit card (automatic),0
9453-PATOS,loyal,high,85.1,6155.4,72,Two year,Mailed check,0
0564-JJHGS,new,high,95.5,829.1,9,Month-to-month,Electronic check,1
3348-CFRNX,mid,high,92.35,2602.9,28,Month-to-month,Mailed check,1
4402-FTBXC,loyal,high,89.8,4667.0,54,Month-to-month,Mailed check,0
1428-GTBJJ,new,high,74.55,824.75,11,Month-to-month,Electronic check,1
2931-XIQBR,loyal,high,103.05,5153.5,50,One year,Mailed check,0
0106-UGRDO,loyal,high,116.0,8182.85,69,Two year,Electronic check,0
5542-TBBWB,new,high,69.9,69.9,1,Month-to-month,Electronic check,0
1930-QPBVZ,loyal,high,95.1,6683.4,68,Two year,Bank transfer (automatic),0
2606-PKWJB,loyal,medium,40.25,1564.05,40,One year,Mailed check,0
5322-ZSMZY,mid,low,25.75,755.6,31,Two year,Mailed check,0
8059-UDZFY,mid,high,105.35,3465.05,33,Month-to-month,Bank transfer (automatic),0
7740-BTPUX,loyal,high,113.6,6292.7,55,Two year,Electronic check,0
5220-AGAAX,loyal,low,24.0,1664.3,68,Two year,Bank transfer (automatic),0
0208-BPQEJ,new,low,19.4,198.1,12,Month-to-month,Bank transfer (automatic),0
9435-JMLSX,loyal,high,86.1,6045.9,71,Two year,Bank transfer (automatic),0
3352-ALMCK,loyal,high,102.65,4108.15,40,Month-to-month,Mailed check,0
5312-IRCFR,loyal,high,92.85,5980.75,64,One year,Electronic check,0
5294-IMHHT,loyal,high,97.75,5043.2,53,One year,Bank transfer (automatic),0
8802-UNOJF,new,high,83.8,1029.75,12,Month-to-month,Mailed check,1
6313-GIDIT,loyal,medium,54.45,2854.55,53,Month-to-month,Electronic check,1
6176-YJWAS,loyal,high,97.95,7114.25,72,Two year,Credit card (automatic),0
5310-NOOVA,loyal,low,19.95,907.05,46,Two year,Electronic check,0
4526-EXKKN,loyal,low,24.6,973.95,40,Two year,Mailed check,0
5311-IHLEI,new,medium,50.95,605.75,12,Month-to-month,Bank transfer (automatic),0
3987-KQDDU,new,high,75.6,661.55,9,Month-to-month,Electronic check,0
3404-JNXAX,loyal,high,80.75,4116.9,51,Month-to-month,Electronic check,0
5131-PONJI,loyal,high,90.4,4494.65,49,Month-to-month,Credit card (automatic),0
2845-AFFTX,loyal,high,99.8,4259.3,41,Month-to-month,Electronic check,1
3489-VSFRD,loyal,medium,60.25,3282.75,56,One year,Credit card (automatic),0
3345-JHUEO,new,low,20.2,55.7,4,Month-to-month,Electronic check,0
5815-HGGHV,mid,medium,64.15,1274.45,20,One year,Mailed check,0
5260-UMPWX,mid,low,20.25,493.95,26,Month-to-month,Credit card (automatic),0
2249-YPRNG,mid,high,105.85,2239.65,20,Month-to-month,Bank transfer (automatic),1
7410-YTJIK,new,high,75.45,480.75,7,Month-to-month,Mailed check,1
4626-GYCZP,new,high,93.85,635.6,7,Month-to-month,Electronic check,1
5649-RXQTV,loyal,high,99.0,5038.15,51,Month-to-month,Electronic check,0
2674-MIAHT,new,high,80.3,324.2,4,Month-to-month,Mailed check,0
2576-HXMPA,new,low,19.55,19.55,1,Month-to-month,Credit card (automatic),0
7587-AOVVU,mid,high,100.75,2793.55,27,Month-to-month,Electronic check,0
5590-BYNII,mid,high,100.75,2095.0,22,Month-to-month,Electronic check,1
6898-MDLZW,new,medium,53.75,648.65,12,Month-to-month,Mailed check,0
3237-AJGEH,new,low,31.0,95.05,3,Month-to-month,Mailed check,1
4707-YNOQA,mid,low,25.6,917.15,34,One year,Credit card (automatic),0
9357-UJRUN,mid,medium,58.35,1346.9,24,One year,Electronic check,0
1591-NFNLQ,loyal,high,80.0,4242.35,51,Month-to-month,Credit card (automatic),1
8648-PFRMP,mid,medium,46.35,672.7,14,Month-to-month,Electronic check,0
7663-CUXZB,loyal,high,113.75,6561.25,59,Two year,Electronic check,0
0258-NOKBL,new,high,90.4,268.45,3,Month-to-month,Electronic check,0
1163-VIPRI,loyal,high,109.3,7337.55,65,Two year,Electronic check,0
2815-CPTUL,new,high,70.25,331.9,5,Month-to-month,Mailed check,1
9348-ROUAI,loyal,high,90.3,5194.05,59,Two year,Credit card (automatic),0
9443-JUBUO,loyal,high,65.25,4478.85,72,Two year,Credit card (automatic),0
0596-BQCEQ,loyal,high,100.15,6283.3,62,Month-to-month,Electronic check,1
1481-ZUWZA,mid,high,94.5,2659.4,28,Month-to-month,Credit card (automatic),1
3043-TYBNO,new,medium,60.65,196.9,3,Month-to-month,Mailed check,0
4830-FAXFM,mid,low,24.1,439.2,19,Month-to-month,Credit card (automatic),0
5906-BFOZT,new,low,19.5,19.5,1,Month-to-month,Mailed check,0
2960-NKRSO,mid,high,85.95,2107.15,24,Month-to-month,Electronic check,0
8996-ZROXE,loyal,medium,53.5,3035.8,57,One year,Electronic check,0
5598-IKHQQ,loyal,low,25.45,1866.45,72,Two year,Credit card (automatic),0
0397-ZXWQF,loyal,low,20.5,1430.95,67,Two year,Bank transfer (automatic),0
5266-PFRQK,loyal,low,20.85,1071.6,52,One year,Credit card (automatic),0
4674-HGNUA,loyal,high,89.9,6457.15,71,Two year,Credit card (automatic),0
6765-MBQNU,mid,low,26.0,684.05,26,One year,Mailed check,0
9786-IJYDL,mid,high,113.2,3914.05,35,Two year,Mailed check,0
1303-SRDOK,loyal,high,69.05,3842.6,55,Two year,Credit card (automatic),0
3769-MHZNV,mid,low,20.1,670.35,33,Two year,Mailed check,0
6295-OSINB,loyal,high,109.65,7880.25,72,Two year,Electronic check,0
3308-MHOOC,new,low,19.2,19.2,1,Month-to-month,Mailed check,0
2309-OSFEU,new,low,33.9,298.45,10,Month-to-month,Mailed check,1
2207-QPJED,loyal,high,90.0,3371.75,37,Month-to-month,Electronic check,0
4177-JPDFU,new,low,34.0,442.45,12,Month-to-month,Mailed check,0
2239-CFOUJ,new,low,20.4,20.4,1,One year,Mailed check,0
8046-DNVTL,loyal,medium,38.6,2345.55,62,Two year,Credit card (automatic),0
2209-XADXF,new,low,25.25,25.25,1,Month-to-month,Bank transfer (automatic),0
6620-JDYNW,mid,medium,60.6,1156.35,18,Month-to-month,Mailed check,0
1891-FZYSA,loyal,high,89.95,6143.15,69,Month-to-month,Electronic check,1
4770-UEZOX,new,high,74.75,144.8,2,Month-to-month,Electronic check,0
1038-RQOST,mid,low,20.6,414.95,19,Month-to-month,Mailed check,0
7613-LLQFO,new,high,84.45,1059.55,12,Month-to-month,Electronic check,1
4568-TTZRT,new,low,20.4,181.8,9,Month-to-month,Mailed check,0
9513-DXHDA,mid,high,81.7,2212.55,27,One year,Electronic check,0
2640-PMGFL,mid,high,79.5,2180.55,27,Month-to-month,Electronic check,1
3801-HMYNL,new,high,89.15,89.15,1,Month-to-month,Mailed check,1
0516-QREYC,mid,low,20.3,459.95,24,Month-to-month,Mailed check,0
9685-WKZGT,mid,high,74.95,1036.75,14,Month-to-month,Electronic check,1
6022-UGGSO,mid,high,74.4,2276.95,32,Month-to-month,Electronic check,1
8084-OIVBS,new,low,20.0,211.95,11,One year,Mailed check,0
8896-BQTTI,new,low,25.0,25.0,1,Month-to-month,Mailed check,0
3865-QBWSJ,loyal,high,80.45,3162.65,38,Month-to-month,Mailed check,0
3352-RICWQ,new,low,19.75,210.65,9,Two year,Mailed check,0
2160-GPFXD,loyal,high,65.65,3566.7,54,Two year,Credit card (automatic),0
2065-MMKGR,mid,high,71.0,2080.1,29,One year,Credit card (automatic),0
5857-TYBCJ,loyal,high,89.2,4040.2,44,Month-to-month,Electronic check,0
1498-NHTLT,loyal,high,86.75,5186.0,59,Two year,Electronic check,0
4484-CGXFK,new,medium,55.3,196.15,3,Month-to-month,Electronic check,1
1402-PTHGN,mid,medium,61.5,1087.45,18,One year,Mailed check,0
4176-RELJR,loyal,low,25.1,1672.15,67,Two year,Credit card (automatic),0
6214-EDAKZ,mid,medium,55.15,1206.05,22,Month-to-month,Electronic check,1
5199-FPUSP,mid,low,34.05,1113.95,33,One year,Credit card (automatic),0
6377-KSLXC,new,low,19.95,107.05,5,Month-to-month,Mailed check,0
1796-JANOW,new,low,19.95,38.15,2,Month-to-month,Mailed check,0
0238-WHBIQ,loyal,high,89.7,6339.3,72,Two year,Credit card (automatic),0
8735-NBLWT,new,low,20.4,184.1,9,Month-to-month,Mailed check,0
6651-RLGGM,loyal,low,26.3,1688.9,67,Two year,Mailed check,0
6127-ISGTU,mid,high,84.95,1378.25,16,Month-to-month,Electronic check,1
1614-JBEBI,new,low,20.7,137.6,8,Month-to-month,Mailed check,0
8740-XLHDR,new,medium,43.25,219.0,5,Month-to-month,Mailed check,1
1208-DNHLN,mid,medium,48.35,1067.15,23,One year,Credit card (automatic),1
1761-AEZZR,new,high,79.55,79.55,1,Month-to-month,Electronic check,1
3923-CSIHK,loyal,high,71.05,3444.85,50,Month-to-month,Electronic check,1
5696-EXCYS,mid,low,19.45,369.05,17,Two year,Credit card (automatic),0
5795-KTGUD,loyal,high,110.8,7553.6,68,Two year,Bank transfer (automatic),0
7120-RFMVS,new,high,84.5,84.5,1,Month-to-month,Electronic check,1
7924-GJZFI,mid,high,69.3,1813.1,25,Month-to-month,Electronic check,0
4702-HDRKD,loyal,medium,49.35,3321.35,67,One year,Bank transfer (automatic),0
8512-WIWYV,mid,low,20.35,707.5,32,One year,Credit card (automatic),0
5897-ZYEKH,loyal,high,105.6,7112.15,67,One year,Electronic check,0
5456-ITGIC,loyal,medium,64.45,4641.1,72,Two year,Credit card (automatic),0
7317-GGVPB,loyal,high,108.6,7690.9,71,Two year,Credit card (automatic),1
1406-PUQVY,new,medium,49.9,49.9,1,Month-to-month,Electronic check,0
1322-AGOQM,loyal,low,30.3,1380.1,46,Month-to-month,Bank transfer (automatic),1
3677-IYRBF,new,low,30.4,78.65,2,Month-to-month,Electronic check,1
5692-FPTAH,new,medium,45.4,45.4,1,Month-to-month,Mailed check,1
9114-AAFQH,loyal,high,65.65,3094.65,48,One year,Electronic check,0
8715-KKTFG,loyal,high,103.3,6518.35,61,One year,Bank transfer (automatic),0
1550-LOAHA,mid,high,84.15,2585.95,32,Month-to-month,Bank transfer (automatic),1
1728-BQDMA,new,medium,44.45,82.7,2,Month-to-month,Electronic check,0
0268-QKIWO,new,low,19.75,58.85,3,Month-to-month,Electronic check,1
0876-WDUUZ,new,high,85.4,425.9,5,Month-to-month,Credit card (automatic),1
5117-ZSMHQ,loyal,high,89.9,6342.7,71,Two year,Bank transfer (automatic),0
5151-HQRDG,loyal,medium,55.05,2030.75,37,Month-to-month,Mailed check,0
0960-HUWBM,loyal,high,104.1,6700.05,65,Two year,Bank transfer (automatic),0
6465-GSRCL,loyal,high,106.6,7244.7,67,One year,Bank transfer (automatic),0
0617-FHSGK,loyal,high,75.2,3678.3,49,Month-to-month,Credit card (automatic),1
0263-FJTQO,loyal,high,70.5,3486.65,50,Two year,Credit card (automatic),0
7319-ZNRTR,mid,low,19.6,411.15,25,One year,Electronic check,0
2858-MOFSQ,mid,medium,55.85,937.5,17,One year,Mailed check,1
7503-EPSZW,loyal,low,24.05,1559.15,64,Two year,Mailed check,0
7089-XXAYG,mid,medium,38.1,970.4,25,One year,Credit card (automatic),0
8118-LSUEL,mid,high,106.4,2483.5,23,Month-to-month,Electronic check,1
8070-AAWZP,mid,low,34.25,828.2,24,Month-to-month,Mailed check,0
1666-JXLKU,loyal,high,100.05,3810.55,37,Month-to-month,Electronic check,0
7855-DIWPO,mid,high,68.65,1493.2,21,Month-to-month,Electronic check,0
5133-POWUA,new,medium,45.8,45.8,1,Month-to-month,Mailed check,0
5652-MSDEY,new,high,75.75,777.3,10,Month-to-month,Mailed check,0
7005-CCBKV,new,high,84.4,556.35,6,Month-to-month,Electronic check,1
1810-BOHSY,loyal,high,96.4,4911.05,51,One year,Credit card (automatic),0
1784-BXEFA,new,low,20.55,187.35,10,Month-to-month,Mailed check,0
7351-MHQVU,new,medium,50.95,307.6,6,Month-to-month,Credit card (automatic),0
9224-VTYID,loyal,high,90.5,4318.35,47,Two year,Mailed check,0
9500-IWPXQ,loyal,high,79.4,4820.55,61,One year,Electronic check,0
5762-TJXGK,loyal,medium,58.75,3038.55,52,Two year,Bank transfer (automatic),0
4504-YOULA,mid,medium,59.45,2136.9,35,Month-to-month,Credit card (automatic),0
5569-IDSEY,loyal,high,105.7,7472.15,71,One year,Bank transfer (automatic),0
4250-FDVOU,new,medium,56.25,389.1,6,Month-to-month,Electronic check,1
7284-ZZLOH,loyal,medium,53.3,2296.25,45,Two year,Credit card (automatic),0
5277-ZLOOR,new,high,85.55,187.45,2,Month-to-month,Electronic check,1
2141-RRYGO,new,high,68.65,261.25,4,Month-to-month,Bank transfer (automatic),1
1777-JYQPJ,new,low,24.3,38.45,2,Month-to-month,Mailed check,0
6376-GAHQE,new,high,77.85,299.2,4,Month-to-month,Electronic check,1
3401-URHDA,loyal,medium,59.9,3043.6,51,One year,Credit card (automatic),0
1599-EAHXY,loyal,low,23.95,1506.4,60,One year,Credit card (automatic),0
8631-XVRZL,new,low,20.15,163.7,9,One year,Mailed check,0
5052-PNLOS,new,high,105.35,323.25,3,Month-to-month,Bank transfer (automatic),1
3853-LYGAM,mid,high,95.65,1640.0,17,Month-to-month,Bank transfer (automatic),0
6979-ZNSFF,new,high,87.05,762.1,8,Month-to-month,Electronic check,1
5751-USDBL,loyal,high,81.0,3846.35,46,Two year,Mailed check,0
5680-LQOGP,loyal,high,82.45,5646.6,68,Two year,Credit card (automatic),0
2386-LAHRK,new,medium,53.5,53.5,1,Month-to-month,Mailed check,1
8189-DUKMV,new,low,20.5,79.05,4,One year,Bank transfer (automatic),0
6032-IGALN,new,low,25.1,25.1,1,Month-to-month,Mailed check,1
9931-DCEZH,mid,medium,54.4,1516.6,28,One year,Credit card (automatic),0
1898-JSNDC,loyal,medium,58.6,2224.5,39,One year,Credit card (automatic),0
0315-LVCRK,new,high,84.8,888.75,11,Month-to-month,Electronic check,0
3911-RSNHI,loyal,medium,61.4,4310.35,71,Two year,Credit card (automatic),0
2410-CIYFZ,new,low,20.4,42.9,2,Month-to-month,Mailed check,0
4248-HCETZ,mid,high,79.65,2365.15,30,Month-to-month,Mailed check,1
5505-OVWQW,mid,low,20.15,353.65,17,One year,Mailed check,0
7271-AJDTL,loyal,high,94.45,5073.1,55,Month-to-month,Credit card (automatic),0
1867-TJHTS,loyal,high,79.8,4526.85,58,Month-to-month,Bank transfer (automatic),0
0516-WJVXC,new,medium,54.2,308.25,5,Month-to-month,Electronic check,1
9174-FKWZE,new,low,19.45,19.45,1,Month-to-month,Electronic check,1
6860-YRJZP,new,high,74.05,678.45,9,Month-to-month,Electronic check,0
4429-WYGFR,mid,medium,49.15,1237.3,26,Month-to-month,Bank transfer (automatic),0
2817-LVCPP,loyal,low,19.4,1023.95,50,Two year,Credit card (automatic),0
5038-ETMLM,loyal,high,113.65,8182.75,72,Two year,Bank transfer (automatic),0
5056-FIMPT,loyal,high,106.0,4532.3,43,One year,Credit card (automatic),0
4521-WFJAI,loyal,low,25.95,1444.05,56,Two year,Bank transfer (automatic),0
6569-KTMDU,new,low,19.1,19.1,1,Month-to-month,Mailed check,0
8809-RIHDD,loyal,high,103.4,7372.65,72,Two year,Electronic check,1
8809-XKHMD,loyal,high,100.55,7325.1,72,Two year,Bank transfer (automatic),0
0396-YCHWO,mid,high,95.4,3474.2,36,Month-to-month,Electronic check,0
0867-LDTTC,new,high,75.15,392.65,5,Month-to-month,Bank transfer (automatic),0
4822-NGOCH,mid,high,84.45,1058.6,13,Month-to-month,Electronic check,1
9391-DXGGG,loyal,high,89.15,3990.75,44,One year,Credit card (automatic),0
9844-FELAJ,loyal,high,107.9,7475.85,70,One year,Electronic check,0
2122-SZZZD,loyal,low,19.5,835.5,44,One year,Credit card (automatic),0
5307-DZCVC,mid,high,85.95,2628.6,32,Month-to-month,Credit card (automatic),1
3148-AOIQT,loyal,low,24.95,1718.35,69,Two year,Credit card (automatic),0
8679-JOEVF,mid,medium,59.4,1023.9,16,Month-to-month,Electronic check,1
8395-ETZKQ,loyal,low,19.5,1193.55,68,One year,Bank transfer (automatic),0
6692-YQHXC,mid,high,69.95,1205.5,16,Month-to-month,Credit card (automatic),0
3889-VWBID,loyal,high,82.85,5776.45,68,Two year,Bank transfer (automatic),0
5222-JCXZT,new,low,19.0,78.9,4,Month-to-month,Mailed check,0
9754-CLVZW,mid,medium,38.85,1025.15,26,Month-to-month,Credit card (automatic),0
1432-FPAXX,mid,low,30.6,856.35,29,Month-to-month,Electronic check,1
2739-CCZMB,new,low,20.35,122.0,5,Month-to-month,Credit card (automatic),0
7080-TNUWP,loyal,high,95.0,6602.9,70,One year,Bank transfer (automatic),0
0496-AHOOK,mid,high,74.4,1712.9,24,One year,Bank transfer (automatic),0
8336-TAVKX,loyal,high,78.45,5682.25,72,Two year,Bank transfer (automatic),0
2468-SJFLM,new,high,74.3,74.3,1,Month-to-month,Mailed check,0
3181-VTHOE,loyal,medium,51.05,3635.15,70,One year,Bank transfer (automatic),0
7168-HDQHG,mid,low,19.2,702.9,36,Month-to-month,Bank transfer (automatic),0
4803-AXVYP,loyal,high,99.55,3734.25,38,Month-to-month,Electronic check,1
3884-HCSWG,mid,high,70.0,1144.5,17,Month-to-month,Electronic check,1
4567-AKPIA,loyal,high,109.1,4454.25,41,One year,Bank transfer (automatic),0
5077-DXTCG,new,medium,45.3,45.3,1,Month-to-month,Electronic check,1
1142-WACZW,new,low,29.85,75.6,2,Month-to-month,Bank transfer (automatic),1
7901-HXJVA,mid,high,76.45,1117.55,14,Month-to-month,Electronic check,0
5649-ANRML,new,high,95.1,180.25,2,Month-to-month,Credit card (automatic),1
4892-VLANZ,new,low,19.8,19.8,1,Month-to-month,Mailed check,1
5924-IFQTT,mid,high,72.8,930.05,13,Month-to-month,Electronic check,0
7968-QUXNS,new,low,18.95,110.15,6,Month-to-month,Mailed check,0
2919-HBCJO,new,high,76.65,333.6,4,Month-to-month,Bank transfer (automatic),1
4236-XPXAV,new,high,99.15,465.05,5,Month-to-month,Mailed check,1
8903-WMRNW,mid,high,101.75,1669.4,15,Month-to-month,Electronic check,0
2452-SNHFZ,loyal,high,75.45,3545.1,47,Month-to-month,Credit card (automatic),0
3629-WEAAM,new,medium,64.1,504.05,8,Month-to-month,Mailed check,0
6029-CSMJE,mid,low,25.65,440.2,17,Month-to-month,Mailed check,0
7993-NQLJE,mid,high,75.1,1151.55,15,Month-to-month,Mailed check,0
9909-DFRJA,mid,high,95.85,2475.35,26,One year,Bank transfer (automatic),0
9099-FTUHS,mid,medium,54.4,1249.25,23,Month-to-month,Electronic check,0
0581-BXBUB,new,high,72.75,317.75,4,Month-to-month,Electronic check,0
4962-CHQPW,mid,low,19.85,535.05,29,One year,Mailed check,0
9467-ROOLM,mid,low,19.05,461.3,25,Month-to-month,Mailed check,0
3030-YZADT,new,medium,44.95,431.0,9,Month-to-month,Mailed check,1
7410-KTVFV,mid,medium,49.55,878.35,18,Month-to-month,Mailed check,1
5150-ITWWB,new,high,94.85,335.75,3,Month-to-month,Electronic check,0
2253-KPMNB,loyal,medium,46.25,3121.4,69,Two year,Bank transfer (automatic),0
1345-ZUKID,mid,low,19.35,324.8,14,One year,Mailed check,0
6429-SHBCB,mid,high,69.6,1394.55,19,Month-to-month,Mailed check,0
9281-OFDMF,loyal,high,90.7,3413.25,39,Month-to-month,Electronic check,0
2603-HVKCG,mid,high,101.4,3143.65,31,Month-to-month,Electronic check,0
1834-WULEG,mid,low,20.25,439.75,24,One year,Mailed check,0
9097-ZUBYC,mid,medium,48.8,664.4,14,Month-to-month,Bank transfer (automatic),0
5148-ORICT,loyal,high,74.35,4759.55,64,Two year,Mailed check,0
4893-GYUJU,loyal,low,19.35,1033.0,50,One year,Mailed check,0
4578-PHJYZ,loyal,high,68.75,3482.85,52,One year,Electronic check,0
7272-QDCKA,mid,high,100.2,2688.45,28,One year,Electronic check,0
8908-SLFCJ,mid,low,20.85,435.25,21,Two year,Credit card (automatic),0
8393-DLHGA,mid,high,95.9,2448.75,25,Month-to-month,Electronic check,1
9766-HGEDE,mid,low,19.35,307.0,17,One year,Mailed check,0
6968-MHOMU,loyal,medium,45.0,2689.35,58,One year,Credit card (automatic),0
7395-IGJOS,mid,high,81.5,1329.2,17,Month-to-month,Bank transfer (automatic),1
5044-XDPYX,loyal,low,25.5,1281.25,51,Two year,Mailed check,0
1814-WFGVS,loyal,medium,48.9,3527.0,72,Two year,Mailed check,0
2834-SPCJV,loyal,high,84.1,4348.65,52,Month-to-month,Electronic check,1
3721-WKIIL,mid,low,19.6,561.15,27,Two year,Mailed check,0
6734-CKRSM,new,low,20.0,63.6,3,Month-to-month,Mailed check,0
1265-ZFOSD,loyal,high,81.3,5129.3,64,Two year,Mailed check,0
6568-POCUI,loyal,high,95.2,4285.8,45,Two year,Credit card (automatic),0
7890-VYYWG,new,medium,36.45,93.7,3,Month-to-month,Mailed check,1
5197-LQXXH,loyal,high,83.3,5894.5,71,Two year,Credit card (automatic),0
9907-SWKKF,new,low,25.05,25.05,1,Month-to-month,Mailed check,1
3457-PQBYH,loyal,low,20.3,1160.75,58,Two year,Credit card (automatic),0
7682-AZNDK,mid,high,89.85,3091.75,34,Month-to-month,Electronic check,0
0587-DMGBH,new,medium,49.85,365.55,8,Month-to-month,Electronic check,1
5384-ZTTWP,mid,low,19.8,272.95,15,Month-to-month,Mailed check,0
3745-HRPHI,loyal,medium,54.65,3632.0,66,Two year,Bank transfer (automatic),0
7636-OWBPG,new,low,29.35,381.2,12,Month-to-month,Credit card (automatic),0
1231-YNDEK,loyal,low,19.15,1035.5,58,Two year,Bank transfer (automatic),0
1407-DIGZV,new,low,19.1,52.0,3,Two year,Mailed check,0
6397-JNZZG,loyal,medium,55.55,2342.2,43,Month-to-month,Credit card (automatic),1
0570-BFQHT,new,high,80.55,653.9,9,Month-to-month,Electronic check,0
4393-OBCRR,new,low,20.25,71.2,3,One year,Mailed check,0
3523-QRQLL,mid,high,69.5,1498.2,22,One year,Bank transfer (automatic),1
8564-LDKFL,loyal,high,106.0,4178.65,40,One year,Bank transfer (automatic),0
3696-DFHHB,loyal,low,25.5,1821.8,68,Two year,Bank transfer (automatic),0
0895-DQHEW,loyal,high,104.3,5278.15,54,Month-to-month,Electronic check,1
4717-GHADL,loyal,high,79.6,4024.2,50,Two year,Mailed check,0
5501-TVMGM,new,medium,55.25,55.25,1,Month-to-month,Electronic check,0
5879-HMFFH,loyal,high,88.05,6520.8,72,Two year,Bank transfer (automatic),0
6772-WFQRD,loyal,low,20.4,854.9,40,One year,Bank transfer (automatic),0
3810-DVDQQ,loyal,high,117.6,8308.9,72,Two year,Bank transfer (automatic),0
6972-SNKKW,new,low,20.0,109.2,6,Month-to-month,Mailed check,0
3694-GLTJM,new,low,19.65,92.05,5,Month-to-month,Credit card (automatic),0
8550-XSXUQ,loyal,high,70.55,3420.5,48,One year,Credit card (automatic),0
8149-RSOUN,new,high,93.85,93.85,1,Month-to-month,Electronic check,1
9055-MOJJJ,loyal,high,65.8,4068.0,64,One year,Mailed check,0
4359-INNWN,mid,low,20.05,337.9,17,One year,Credit card (automatic),0
0585-EGDDA,loyal,high,80.0,3168.75,40,Month-to-month,Electronic check,0
4032-RMHCI,loyal,medium,35.4,1412.4,41,One year,Credit card (automatic),0
0549-CYCQN,loyal,high,79.6,3974.7,51,One year,Bank transfer (automatic),0
3481-JHUZH,loyal,high,80.25,3439.0,41,Month-to-month,Electronic check,0
7250-EQKIY,new,medium,50.45,50.45,1,Month-to-month,Mailed check,1
3594-IVHJZ,new,low,20.45,42.45,2,Month-to-month,Mailed check,0
6869-FGJJC,loyal,high,79.6,5461.45,68,One year,Credit card (automatic),0
3896-ZVNET,mid,low,24.7,571.75,24,Two year,Mailed check,0
8205-VSLRB,loyal,high,77.3,5498.2,70,Two year,Credit card (automatic),0
5960-MVTUK,new,low,29.75,96.85,3,Month-to-month,Electronic check,0
6817-WTYHE,new,medium,44.9,111.05,2,Month-to-month,Bank transfer (automatic),0
3082-VQXNH,new,low,29.8,94.4,3,Month-to-month,Credit card (automatic),0
4013-UBXWQ,new,high,74.65,521.1,7,Month-to-month,Electronic check,1
4931-TRZWN,mid,high,71.95,923.85,13,Month-to-month,Electronic check,0
0750-EKNGL,new,low,20.75,141.1,7,Month-to-month,Mailed check,0
7669-LCRSD,new,medium,56.3,628.65,12,Month-to-month,Mailed check,0
3567-PQTSO,loyal,high,105.25,5576.3,53,One year,Electronic check,0
5519-NPHVG,new,high,94.2,1046.1,12,Month-to-month,Electronic check,1
8043-PNYSD,loyal,low,19.55,1245.6,63,Two year,Mailed check,0
9938-EKRGF,mid,high,84.45,1287.85,15,Month-to-month,Mailed check,0
2703-AMTUL,mid,medium,53.65,1939.35,36,One year,Mailed check,0
0928-JMXNP,new,low,29.9,118.25,4,Month-to-month,Electronic check,0
8173-RXAYP,mid,low,19.7,452.55,24,Two year,Mailed check,0
4825-XJGDM,loyal,medium,43.7,2696.55,61,One year,Credit card (automatic),0
5402-HTOTQ,mid,medium,55.3,875.35,16,Month-to-month,Electronic check,0
6734-JDTTV,loyal,low,19.85,1267.05,65,Two year,Credit card (automatic),0
7850-THJMU,mid,low,19.65,494.9,26,Two year,Credit card (automatic),0
3890-RTCMS,mid,medium,49.45,799.0,16,Month-to-month,Mailed check,0
